Nom;Adresse;TÈlÈphone;Site web;Zone;Trouble cognitif lÈger;Trouble cognitif sÈvËre;Bilanter;Orienter - Domicile;Orienter - Structures;Troubles du comportement|3;Pas díaidant, Èpuisement de líaidant|3;Maltraitance|3;Perte d'autonomie|2;Chute|2;DÈficit sensoriel gÈnants|1;Logement inadaptÈ|1;Faibles ressources Èconomiques|1;Isolement familial et gÈographique|1
EHPAD Le Mont Dore Saint Paul;5 Place Charles de Gaulle, 63240 Le Mont-Dore;04 73 65 33 33;;Le Mont Dore;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Rochefort Montagne Sainte Elisabeth (USA );Le MarchÈdial, 63210 Rochefort-Montagne;04 73 65 82 27;www.ehpad-rochefort-montagne.fr;Le Mont Dore;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Rochefort Montagne Sainte Elisabeth (USA );Le MarchÈdial, 63210 Rochefort-Montagne;04 73 65 82 27;www.ehpad-rochefort-montagne.fr;Le Mont Dore;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Tauves;Route de Clermont 63690 Tauves;04 73 21 12 86;;Le Mont Dore;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Tauves;Route de Clermont 63690 Tauves;04 73 21 12 86;;Le Mont Dore;0;1;0;0;1;1;1;1;1;1;1;1;1;1
ErgothÈrapeute Le mont dore;;;;Le Mont Dore;1;1;1;0;0;0;0;0;0;1;0;1;0;0
ErgothÈrapeute Le mont dore;;;;Le Mont Dore;1;1;0;1;0;0;0;0;1;1;1;1;0;0
ESA Mont dore;2 rue capitaine chazotte, 63240 Mont Dore;04 73 65 33 99;;Le Mont Dore;1;0;0;1;0;0;1;0;1;0;0;0;0;1
hÈbergement autonomie MARPA Saint Sauves d'Auvergnes : rÈsidence du parc ;parc municipal 63950 Saint Sauves d'Auvergne;04 73 81 00 62;www.marpa.fr;Le Mont Dore;1;0;0;0;1;1;1;0;1;0;1;1;0;1
hÈbergement temporaire Rochefort montagne : Saint Elisabeth;le marchÈdial, 63210 Rochefort-Montagne;04 73 65 82 27;www.ehpad-rochefort-montagne.fr;Le Mont Dore;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Rochefort montagne : Saint Elisabeth;le marchÈdial, 63210 Rochefort-Montagne;04 73 65 82 27;www.ehpad-rochefort-montagne.fr;Le Mont Dore;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaires Saint sauves d'auvergne RÈsidence du parc ;parc municipal, 63950 Saint sauves d'Auvergne;04 73 81 00 62;;Le Mont Dore;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaires Saint sauves d'auvergne RÈsidence du parc ;parc municipal, 63950 Saint sauves d'Auvergne;04 73 81 00 62;;Le Mont Dore;1;0;0;0;1;0;1;0;1;0;1;1;0;0
IDE Le mont dore;;;www.pagesjaunes.fr/pros/53375324;Le Mont Dore;1;1;0;1;0;0;0;0;1;1;1;0;0;0
KinÈsithÈrapeute Le mont dore;;;www.pagesjaunes.fr/annuaire/le-mont-dore-63/kinesitherapeutes-masseurs-kinesitherapeutes;Le Mont Dore;1;1;0;1;0;0;0;0;1;1;0;0;0;0
KinÈsithÈrapeute Le mont dore;;;www.pagesjaunes.fr/annuaire/le-mont-dore-63/kinesitherapeutes-masseurs-kinesitherapeutes;Le Mont Dore;1;1;1;0;0;0;0;0;0;1;0;0;0;0
MAIA Le Mont Dore;maison des services de sant_, ancienne poste 63200 Riom;04 73 65 20 89;www.clicmontdore.com;Le Mont Dore;1;0;0;1;0;0;1;1;1;0;0;1;1;1
MAIA Le Mont Dore;maison des services de sant_, ancienne poste 63200 Riom;04 73 65 20 89;www.clicmontdore.com;Le Mont Dore;0;1;0;1;0;0;1;1;1;1;1;1;1;1
Ophtalmologues Le Mont Dore;;;;Le Mont Dore;1;0;1;0;0;0;0;0;0;0;1;0;0;0
Opticien Le Mont dore;;;www.pagesjaunes.fr/annuaire/le-mont-dore-63/opticiens;Le Mont Dore;1;0;0;1;0;0;0;0;0;0;1;0;0;0
Opticien mobile;;06 02 05 87 92;www.auvergneopticmobile.fr;Le Mont Dore;1;0;0;1;0;0;0;0;0;0;1;0;0;0
ORL Le Mont Dore;;;https://www.pagesjaunes.fr/recherche/le-mont-dore-63/oto-rhino-laryngologiste;Le Mont Dore;1;0;1;0;0;0;0;0;0;0;1;0;0;0
Podologue Le Mont Dore;;;www.pagesjaunes.fr/pros/06642207;Le Mont Dore;1;1;0;1;0;0;0;0;0;1;0;0;0;0
SMTI/USLD Centre hospitalier Le Mont Dore ;2 rue du capitaine Chazotte 63240 Le Mont Dore;04 73 65 33 33;www.hopital-montdore.com;Le Mont Dore;0;1;0;0;1;1;0;1;1;1;1;0;0;0
SSR Centre Hospitalier Le Mont Dore ;2 rue du capitaine Chazotte 63240 Le Mont Dore;04 73 65 33 33;www.hopital-montdore.com;Le Mont Dore;1;0;1;0;0;0;0;0;1;0;0;0;0;0
SSR Centre Hospitalier Le Mont Dore ;2 rue du capitaine Chazotte 63240 Le Mont Dore;04 73 65 33 33;www.hopital-montdore.com;Le Mont Dore;1;0;0;0;1;0;0;0;1;1;0;0;0;0
SSR Centre Hospitalier Le Mont Dore ;2 rue du capitaine Chazotte 63240 Le Mont Dore;04 73 65 33 33;www.hopital-montdore.com;Le Mont Dore;0;1;0;0;1;1;0;1;1;1;0;0;0;0
Aides ‡ domicile SSIAD de Besse;14 place du grand MËze 63610 Besse et Saint Anastaise;04 73 79 52 82;www.sivomdebesse.monsite-orange.fr;Mont dore;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD de Besse;14 place du grand MËze 63610 Besse et Saint Anastaise;04 73 79 52 82;www.sivomdebesse.monsite-orange.fr;Mont dore;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD du Mont Dore;2 rue du Capitaine Chazotte -B.P 107 - 63240 Le Mont-Dore;04 73 65 33 99;www.clicmontdore.com/maintien-a-domicile/ssiad/item/100-ssiad-service-de-soins-infirmiers-a-domicile;Mont dore;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD du Mont Dore;2 rue du Capitaine Chazotte -B.P 107 - 63240 Le Mont-Dore;04 73 65 33 99;www.clicmontdore.com/maintien-a-domicile/ssiad/item/100-ssiad-service-de-soins-infirmiers-a-domicile;Mont dore;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Acceuil de jour : Saint Eloy Les Mines : les jardons d'Alois ;allÈe du jardin d'Alois 63890 Saint Eloy les mines;04 73 52 37 82;;Riom;0;1;0;1;0;0;1;0;0;0;0;0;0;0
Acceuil de jour : Saint Eloy Les Mines: les jardons d'Alois ;allÈe du jardin d'Alois 63890 Saint Eloy les mines;04 73 52 37 82;;Riom;1;0;0;1;0;1;1;0;1;0;0;0;0;1
Aides ‡ domicile CCAS Riom;15 rue du docteur Ducher 63200 Riom;04 73 33 49 00;www.ville-Riom.fr;Riom;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile CCAS Riom;15 rue du docteur Ducher 63200 Riom;04 73 33 49 00;www.ville-Riom.fr;Riom;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile Riom;;;www.pagesjaunes.fr/annuaire/Riom-63/aide-a-domicile;Riom;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile Riom;;;www.pagesjaunes.fr/annuaire/Riom-63/aide-a-domicile;Riom;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD des Combrailles;Rue du GÈnÈral Desaix BP 25 63390 Saint-Gervais dêAuvergne;04 73 85 86 41;www.ssiad-esa-combrailles.fr/contact-ssiad-esa-combrailles-auvergne_fr.html;Riom;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD des Combrailles;Rue du GÈnÈral Desaix BP 25 63390 Saint-Gervais dêAuvergne;04 73 85 86 41;www.ssiad-esa-combrailles.fr/contact-ssiad-esa-combrailles-auvergne_fr.html;Riom;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD Riom;21 ter rue jeanne d'arc  63200 Riom;04 73 38 42 64 ;www.siad-services-domicile.fr;Riom;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD Riom;21 ter rue jeanne d'arc  63200 Riom;04 73 38 42 64 ;www.siad-services-domicile.fr;Riom;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD Riom Limagne;1 rue Jean Ferrat 63720 Ennezat;04 73 63 81 34;contact@cias.rlv.eu;Riom;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD Riom Limagne;1 rue Jean Ferrat 63720 Ennezat;04 73 63 81 34;contact@cias.rlv.eu;Riom;0;1;0;1;0;0;1;1;1;1;1;0;0;1
Assistante sociale CCAS Riom;15 rue du docteur Ducher 63200 Riom;04 73 33 49 00;www.ville-Riom.fr;Riom;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale CCAS Riom;15 rue du docteur Ducher 63200 Riom;04 73 33 49 00;www.ville-Riom.fr;Riom;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Assistante sociale conseil dÈpartemental ;Conseil dÈpartemental du Puy-de-DÙme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Riom;1;1;1;0;0;0;0;1;0;0;0;1;1;1
Assistante sociale conseil dÈpartemental ;Conseil dÈpartemental du Puy-de-DÙme 24 rue Saint-Esprit 63033 Clermont-Ferrand Cedex 1;04 73 42 24 60;www.puy-de-dome.fr/social/seniors/vivre-a-domicile.html;Riom;1;1;0;1;0;0;0;0;0;0;0;1;1;0
Association Aide et repit Combrailles : plateforme d'Accompagnement et de r_pit (PFAR);Rue du gÈnÈral Desaix BP 25 63390 Saint Gervais d'Auvergne;07 50 65 60 72;www.ssiad-esa-combrailles.fr;Riom;1;0;0;1;0;1;1;0;1;0;1;0;0;1
Association Aide et repit Combrailles : plateforme d'Accompagnement et de r_pit (PFAR);Rue du gÈnÈral Desaix BP 25 63390 Saint Gervais d'Auvergne;07 50 65 60 72;www.ssiad-esa-combrailles.fr;Riom;0;1;0;1;0;0;1;1;0;0;0;0;0;1
AudioprothÈsiste Riom;;;www.pagesjaunes.fr/annuaire/Riom-63/audioprothesistes;Riom;1;0;0;1;0;0;0;0;0;0;1;0;0;0
CLIC Riom;73 rue lafayette 63200 Riom;04 73 33 17 64;www.clic-Riom.fr;Riom;1;1;0;1;0;1;1;1;1;1;1;1;1;1
CLIC Riom;73 rue lafayette 63200 Riom;04 73 33 17 64;www.clic-Riom.fr;Riom;1;1;1;0;0;0;0;0;0;0;0;0;1;0
Consultation mÈmoire CEGERM ;Boulevard Etienne ClÈmentel 63200 Riom;04 73 67 86 51;www.ch-Riom.fr/;Riom;1;1;1;0;0;1;1;1;1;1;1;1;1;1
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Riom;1;0;1;0;0;1;0;0;1;1;0;0;0;0
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Riom;1;0;0;0;1;0;0;1;1;1;0;0;0;0
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Riom;0;1;1;0;0;1;1;1;1;1;1;1;0;1
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Riom;0;1;1;0;0;1;1;1;1;1;1;1;0;1
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Riom;0;1;0;0;1;0;0;1;1;1;0;0;0;0
CSG CH Guy Thomas  Riom (COGERT :  04 73 08 00);1 Boulevard Etienne Clementel 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Riom;0;1;0;0;1;0;0;1;1;1;0;0;0;0
EHPAD Aigueperse  Serge Bayle (PASA, USA);2 bd de l'hÙpital 63001 Aigueperse;04 73 64 40 00;www.mr-aigueperse.com;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Aigueperse  Serge Bayle (PASA, USA);2 bd de l'hÙpital 63001 Aigueperse;04 73 64 40 00;www.mr-aigueperse.com;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Charensat : Les mÈsanges bleues;Le bourg 63640 Charensat;04 73 52 24 83;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Charensat : Les mÈsanges bleues;Le bourg 63640 Charensat;04 73 52 24 83;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Chatel Guyon : Les candelies (USA);49 Rue Antoine Faucher, 63140 Ch‚tel-Guyon;04 73 86 04 38;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Chatel Guyon : Les candelies (USA);49 Rue Antoine Faucher, 63140 Ch‚tel-Guyon;04 73 86 04 38;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Combronde Les orchis;3 Rue de la Barre, 63460 Combronde;04 73 97 11 53;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Combronde Les orchis;3 Rue de la Barre, 63460 Combronde;04 73 97 11 53;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Effiat;31 Rue Antoine Coiffier, 63260 Effiat;04 73 63 64 12;www.maisonderetraite-effiat.com;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Effiat;31 Rue Antoine Coiffier, 63260 Effiat;04 73 63 64 12;www.maisonderetraite-effiat.com;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Ennezat Le bosquet;8 Rue du Moulin, 63720 Ennezat;04 73 63 81 64;www.ehpad-lebosquet.fr;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Ennezat Le bosquet;8 Rue du Moulin, 63720 Ennezat;04 73 63 81 64;www.ehpad-lebosquet.fr;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Giat;1 AllÈe RenÈ Pabiot, 63620 Giat;04 73 21 77 41;www.ehpad-giat.com;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Giat;1 AllÈe RenÈ Pabiot, 63620 Giat;04 73 21 77 41;www.ehpad-giat.com;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Les Ancizes Comps;Rue de la LibertÈ 63770 Les Ancizes-Comps;04 73 86 81 59;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Les Ancizes Comps;Rue de la LibertÈ 63770 Les Ancizes-Comps;04 73 86 81 59;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Loubeyrat Maison Saint Jean Baptiste (USA);Le Bourg, 63410 Loubeyrat;04 73 86 22 46;www.ehpad-loubeyrat.com;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Loubeyrat Maison Saint Jean Baptiste (USA);Le Bourg, 63410 Loubeyrat;04 73 86 22 46;www.ehpad-loubeyrat.com;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Manzat Le Montel;35 Route de Riom  63410 Manzat;04 73 86 57 45;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Manzat Le Montel;35 Route de Riom  63410 Manzat;04 73 86 57 45;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Menat Pays de Menat (USA);Lieu Dit Chaumettes 63560 Menat;04 73 52 77 90;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Menat Pays de Menat (USA);Lieu Dit Chaumettes 63560 Menat;04 73 52 77 90;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Montaigut en Combraille_Maison Jean Paul Toucas;10 Rue Saint-Roch, 63700 Montaigut;04 73 85 00 78;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Montaigut en Combraille_Maison Jean Paul Toucas;10 Rue Saint-Roch, 63700 Montaigut;04 73 85 00 78;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Mozac ORPEA L'AmbËne (USA);Rue de la Fond Vachette, 63200 Mozac;04 73 33 40 40;www.orpea.com;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Mozac ORPEA L'AmbËne (USA);Rue de la Fond Vachette, 63200 Mozac;04 73 33 40 40;www.orpea.com;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Pionsat La Louisiane (PASA);3 Rue du CollËge, 63330 Pionsat;04 73 85 60 46;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Pionsat La Louisiane (PASA);3 Rue du CollËge, 63330 Pionsat;04 73 85 60 46;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Pontaumur Les Roches;Rue Montaigne, 63380 Pontaumur;04 73 79 92 01;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Pontaumur Les Roches;Rue Montaigne, 63380 Pontaumur;04 73 79 92 01;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Pontgibaud Le relais de poste;10 Rue des Anciennes Tanneries, 63230 Pontgibaud;04 73 88 37 00;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Pontgibaud Le relais de poste;10 Rue des Anciennes Tanneries, 63230 Pontgibaud;04 73 88 37 00;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Randan Les Tilleuls (USA);2 Rue des DÙmes, 63310 Randan;04 70 41 50 95;www.ehpad-randan.fr;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Randan Les Tilleuls (USA);2 Rue des DÙmes, 63310 Randan;04 70 41 50 95;www.ehpad-randan.fr;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Randan Villa Claudine;4 Place de la Mairie, 63310 Randan;04 70 41 56 66;www.villaclaudine.fr;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Randan Villa Claudine;4 Place de la Mairie, 63310 Randan;04 70 41 56 66;www.villaclaudine.fr;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Riom CH Les Jardins ;Rue Amable Faucon, 63200 Riom;04 73 67 80 44;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Riom CH Les Jardins ;Rue Amable Faucon, 63200 Riom;04 73 67 80 44;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Riom CH Pasteur;Boulevard Etienne Clementel 63200 Riom;04 73 67 80 44;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Riom CH Pasteur;Boulevard Etienne Clementel 63200 Riom;04 73 67 80 44;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Saint Gervais d'Auvergne Maurice Savy;Rue Etienne Maison, 63390 Saint-Gervais-d'Auvergne;04 73 85 83 23;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Saint Gervais d'Auvergne Maurice Savy;Rue Etienne Maison, 63390 Saint-Gervais-d'Auvergne;04 73 85 83 23;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Saint Ours les Roches Les Roches USA);Route des Volcans, 63230 Saint-Ours;04 73 88 90 59;www.residence-lesroches.com;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Saint Ours les Roches Les Roches USA);Route des Volcans, 63230 Saint-Ours;04 73 88 90 59;www.residence-lesroches.com;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
EHPAD Volvic Au fil de l'eau;6 Rue du Pont Chaput, 63530 Volvic;04 73 33 43 83;;Riom;1;0;0;0;0;0;0;0;0;0;0;0;0;0
EHPAD Volvic Au fil de l'eau;6 Rue du Pont Chaput, 63530 Volvic;04 73 33 43 83;;Riom;0;1;0;0;1;1;1;1;1;1;1;1;1;1
ErgothÈrapeuthe Riom;;;www.pagesjaunes.fr/annuaire/Riom-63/ergotherapeuthe;Riom;1;1;1;0;0;0;0;0;0;1;0;1;0;0
ErgothÈrapeuthe Riom;;;www.pagesjaunes.fr/annuaire/Riom-63/ergotherapeuthe;Riom;1;1;0;1;0;0;0;0;1;1;1;1;0;0
ESA des combrailles;rue du general desaix , 63390 Saint gervais d'Auvergne;04 73 85 59 66;;Riom;1;0;0;1;0;0;1;0;1;0;0;0;0;1
hÈbergement autonomie Riom : jeanne d'arc ;27 rue Jeanne  d'Arc 63200 Riom;04 73 64 25 25;www.foyer-jeannedarc-Riom.fr;Riom;1;0;0;0;1;1;1;0;1;0;1;1;0;1
hÈbergement autonomie Saint Eloy les Mines;8 rue  A Varenne 63700 Saint Eloy les mines;04 73 85 16 72;www.foyer-logement-steloy.fr;Riom;1;0;0;0;1;1;1;0;1;0;1;1;0;1
hÈbergement autonomie Saint gervais d'auvergne : Les tilleuls ;rue etienne maison, 63390 Saint-Gervais-d'Auvergne;04 73 85 83 23;;Riom;1;0;0;0;1;1;1;0;1;0;1;1;0;1
hÈbergement temporaire Chatel Guyon : Les candelies ;49 rue Antoine Faucher, 63140 Ch‚tel-Guyon;04 73 86 04 38;;Riom;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Chatel Guyon : Les candelies ;49 rue Antoine Faucher, 63140 Ch‚tel-Guyon;04 73 86 04 38;;Riom;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Combromde : les orchies ;3 Rue de la Barre, 63460 Combronde;04 73 97 11 53;;Riom;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Combromde : les orchies ;3 Rue de la Barre, 63460 Combronde;04 73 97 11 53;;Riom;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Menat : pays de Menat ;les Chomettes, 63560 Menat;04 73 52 77 90;www.maison-retraite-ombelle.com;Riom;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Menat : pays de Menat ;les Chomettes, 63560 Menat;04 73 52 77 90;www.maison-retraite-ombelle.com;Riom;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Randan : Les tilleuls;2 Rue des DÙmes, 63310 Randan;04 70 41 50 95;www.ehpad-randan.fr;Riom;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Randan : Les tilleuls;2 Rue des DÙmes, 63310 Randan;04 70 41 50 95;www.ehpad-randan.fr;Riom;1;0;0;0;1;0;1;0;1;0;1;1;0;0
hÈbergement temporaire Randan : Villa Claudine ;4 place de la Mairie, 63310 Randan;04 70 41 56 66;www.villaclaudine.fr;Riom;0;1;0;0;1;0;1;0;0;0;0;1;0;0
hÈbergement temporaire Randan : Villa Claudine ;4 place de la Mairie, 63310 Randan;04 70 41 56 66;www.villaclaudine.fr;Riom;1;0;0;0;1;0;1;0;1;0;1;1;0;0
IDE Riom;;;www.pagesjaunes.fr/recherche/Riom-63/infirmieres-a-domicile;Riom;1;1;0;1;0;0;0;0;1;1;1;0;0;0
KinÈsithÈrapeute Riom;;;www.pagesjaunes.fr/annuaire/Riom-63/kinesitherapeuthe;Riom;1;1;0;1;0;0;0;0;1;1;0;0;0;0
KinÈsithÈrapeute Riom;;;www.pagesjaunes.fr/annuaire/Riom-63/kinesitherapeuthe;Riom;1;1;1;0;0;0;0;0;0;1;0;0;0;0
MAIA Riom;73 rue Lafayette 63200 Riom;04 73 33 17 64;www.clic-Riom.fr;Riom;1;0;0;1;0;0;1;1;1;0;0;1;1;1
MAIA Riom;73 rue Lafayette 63200 Riom;04 73 33 17 64;www.clic-Riom.fr;Riom;0;1;0;1;0;0;1;1;1;1;1;1;1;1
Ophtalmologues Riom;;;;Riom;1;0;1;0;0;0;0;0;0;0;1;0;0;0
Opticien mobile;;06 02 05 87 92;www.auvergneopticmobile.fr;Riom;1;0;0;1;0;0;0;0;0;0;1;0;0;0
Opticien Riom;;;www.pagesjaunes.fr/annuaire/Riom-63/opticiens;Riom;1;0;0;1;0;0;0;0;0;0;1;0;0;0
ORL Riom;;;https://www.pagesjaunes.fr/annuaire/clermont-ferrand-63/medecins-orl;Riom;1;0;1;0;0;0;0;0;0;0;1;0;0;0
Podologue Riom;;;www.pagesjaunes.fr/annuaire/Riom-63/podologues-pedicures-podologues;Riom;1;1;0;1;0;0;0;0;0;1;0;0;0;0
SMTI/USLD CH Riom GUY THOMAS;1 boulevard Etienne ClÈmentel, 63200 Riom;04 73 67 80 00;www.ch-Riom.fr;Riom;0;1;0;0;1;1;0;1;1;1;1;0;0;0
SSR Enval ClÈmentel;Rue centre hospitalier 63530 Enval;04 73 33 75 65;www.ch-clementel.fr;Riom;1;0;1;0;0;0;0;0;1;0;0;0;0;0
SSR Enval ClÈmentel;Rue centre hospitalier 63530 Enval;04 73 33 75 65;www.ch-clementel.fr;Riom;1;0;0;0;1;0;0;0;1;1;0;0;0;0
SSR Enval ClÈmentel;Rue centre hospitalier 63530 Enval;04 73 33 75 65;www.ch-clementel.fr;Riom;0;1;0;0;1;1;0;1;1;1;0;0;0;0
SSR Pionsat, APAJH CMPR;Lozelle 6330 PIONSAT;04 73 85 63 64 ;WWW.cmpr-pionsat.com;Riom;1;0;1;0;0;0;0;0;1;0;0;0;0;0
SSR Pionsat, APAJH CMPR;Lozelle 6330 PIONSAT;04 73 85 63 64 ;WWW.cmpr-pionsat.com;Riom;1;0;0;0;1;0;0;0;1;1;0;0;0;0
SSR Pionsat, APAJH CMPR;Lozelle 6330 PIONSAT;04 73 85 63 64 ;WWW.cmpr-pionsat.com;Riom;0;1;0;0;1;1;0;1;1;1;0;0;0;0
UCC CHU/Hopital Nord;Route de Ch‚teaugay, 63118 CÈbazat;04 73 75 02 06;https://www.chu-clermontferrand.fr/;Riom;1;1;1;0;0;1;0;0;0;0;0;0;0;0
UCC CHU/Hopital Nord;Route de Ch‚teaugay, 63118 CÈbazat;04 73 75 02 06;https://www.chu-clermontferrand.fr/;Riom;0;1;0;0;1;0;1;1;0;0;0;0;0;0
UHR CHU/Hopital Nord;Route de Ch‚teaugay, 63118 CÈbazat;04 73 750 750;https://www.chu-clermontferrand.fr/;Riom;0;1;0;0;1;1;0;0;0;0;0;0;0;0
Accueil de jour Maringues : L'ombelle;rue beaudet Lafarge, 63350 Maringues;04 73 68 60 79;www.maison-retraite-ombelle.com;Thiers;1;0;0;1;0;1;1;0;1;0;0;0;0;1
Accueil de jour Maringues : L'ombelle;rue beaudet Lafarge, 63350 Maringues;04 73 68 60 79;www.maison-retraite-ombelle.com;Thiers;0;1;0;1;0;0;1;0;0;0;0;0;0;0
Aides ‡ domicile SSIAD Lezoux;29 Bis av. de Verdun 63190 Lezoux;04 73 73 18 86;www.siasd.fr;Thiers;1;0;0;1;0;1;1;1;1;1;1;0;0;1
Aides ‡ domicile SSIAD Lezoux;29 Bis av. de Verdun 63190 Lezoux;04 73 73 18 86;www.siasd.fr;Thiers;0;1;0;1;0;0;1;1;1;1;1;0;0;1
